<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AUDUSD,D,20171110,000000,0.7681400,0.7695100,0.7651000,0.7661500,965601
AUDUSD,D,20171111,000000,0.7661400,0.7664000,0.7655800,0.7656700,18559
AUDUSD,D,20171112,000000,0.7656300,0.7664000,0.7643000,0.7646900,885
AUDUSD,D,20171113,000000,0.7646900,0.7665700,0.7614000,0.7626900,789613
AUDUSD,D,20171114,000000,0.7626900,0.7649800,0.7607000,0.7630900,895885
AUDUSD,D,20171115,000000,0.7630500,0.7633200,0.7571000,0.7588800,1107599
AUDUSD,D,20171116,000000,0.7589000,0.7609500,0.7567500,0.7589100,928756
AUDUSD,D,20171117,000000,0.7589100,0.7608100,0.7533000,0.7566300,968419
AUDUSD,D,20171118,000000,0.7565600,0.7567300,0.7556100,0.7565000,22817
AUDUSD,D,20171119,000000,0.7559000,0.7569000,0.7546900,0.7569000,550
AUDUSD,D,20171120,000000,0.7569000,0.7573700,0.7541000,0.7545900,856704
AUDUSD,D,20171121,000000,0.7546800,0.7590400,0.7529000,0.7578300,999169
AUDUSD,D,20171122,000000,0.7578500,0.7619200,0.7553000,0.7617600,988875
AUDUSD,D,20171123,000000,0.7617500,0.7638500,0.7601000,0.7626300,842695
AUDUSD,D,20171124,000000,0.7625400,0.7632100,0.7604000,0.7615600,835562
AUDUSD,D,20171125,000000,0.7615400,0.7620900,0.7608000,0.7614000,21094
AUDUSD,D,20171126,000000,0.7615000,0.7623000,0.7615000,0.7616000,267
AUDUSD,D,20171127,000000,0.7616700,0.7644700,0.7590000,0.7604000,893279
AUDUSD,D,20171128,000000,0.7604000,0.7620000,0.7585000,0.7597600,1005895
AUDUSD,D,20171129,000000,0.7597300,0.7607900,0.7549000,0.7573000,1060034
AUDUSD,D,20171130,000000,0.7574300,0.7594400,0.7554000,0.7564300,1139279
AUDUSD,D,20171201,000000,0.7564000,0.7639000,0.7548000,0.7608900,1365132
AUDUSD,D,20171202,000000,0.7608900,0.7613900,0.7606000,0.7610400,18946
AUDUSD,D,20171203,000000,0.7608400,0.7612000,0.7588000,0.7594000,1117
AUDUSD,D,20171204,000000,0.7594000,0.7614000,0.7576000,0.7593000,976717
AUDUSD,D,20171205,000000,0.7593000,0.7654000,0.7590000,0.7609200,1060700
AUDUSD,D,20171206,000000,0.7609100,0.7635800,0.7556000,0.7563000,983202
AUDUSD,D,20171207,000000,0.7562700,0.7569600,0.7502000,0.7513000,931650
AUDUSD,D,20171208,000000,0.7513000,0.7533600,0.7498000,0.7505200,905642
AUDUSD,D,20171209,000000,0.7505200,0.7510100,0.7500000,0.7507500,20583
AUDUSD,D,20171210,000000,0.7508400,0.7509100,0.7504000,0.7507300,371
AUDUSD,D,20171211,000000,0.7506900,0.7545400,0.7500000,0.7528600,778923
AUDUSD,D,20171212,000000,0.7528900,0.7580200,0.7516000,0.7561200,843048
AUDUSD,D,20171213,000000,0.7561200,0.7639600,0.7550000,0.7633500,887600
AUDUSD,D,20171214,000000,0.7633800,0.7680000,0.7625000,0.7673000,1065688
AUDUSD,D,20171215,000000,0.7672800,0.7694600,0.7635000,0.7644600,985459
AUDUSD,D,20171216,000000,0.7644600,0.7647600,0.7636000,0.7641400,24198
AUDUSD,D,20171217,000000,0.7642200,0.7660000,0.7637400,0.7652900,743
AUDUSD,D,20171218,000000,0.7653000,0.7677700,0.7638000,0.7664800,879211
AUDUSD,D,20171219,000000,0.7665200,0.7684000,0.7643000,0.7663100,873736
AUDUSD,D,20171220,000000,0.7663700,0.7679700,0.7648000,0.7665700,875844
AUDUSD,D,20171221,000000,0.7665000,0.7707400,0.7651000,0.7703900,852727
AUDUSD,D,20171222,000000,0.7703900,0.7721000,0.7697000,0.7716100,826756
AUDUSD,D,20171223,000000,0.7716200,0.7716700,0.7702500,0.7702500,16225
AUDUSD,D,20171224,000000,0.7713000,0.7714200,0.7713000,0.7713000,160
AUDUSD,D,20171225,000000,0.7714000,0.7729000,0.7704900,0.7715200,39472
AUDUSD,D,20171226,000000,0.7715200,0.7730100,0.7706400,0.7727300,398094
AUDUSD,D,20171227,000000,0.7727700,0.7779200,0.7720000,0.7774000,736258
AUDUSD,D,20171228,000000,0.7774200,0.7809600,0.7761800,0.7793900,736756
AUDUSD,D,20171229,000000,0.7794000,0.7825000,0.7785000,0.7802000,802027
AUDUSD,D,20171230,000000,0.7801800,0.7809700,0.7796000,0.7808400,19010
AUDUSD,D,20171231,000000,0.7801000,0.7803000,0.7798000,0.7803000,181
AUDUSD,D,20180101,000000,0.7803000,0.7809000,0.7796700,0.7803000,1391
AUDUSD,D,20180102,000000,0.7803000,0.7844700,0.7793000,0.7832300,798917
AUDUSD,D,20180103,000000,0.7832600,0.7844900,0.7802000,0.7839800,929599
AUDUSD,D,20180104,000000,0.7839700,0.7866200,0.7811000,0.7861600,970368
AUDUSD,D,20180105,000000,0.7862100,0.7874700,0.7832000,0.7873400,940490
AUDUSD,D,20180106,000000,0.7873600,0.7874000,0.7857000,0.7860000,26175
AUDUSD,D,20180107,000000,0.7861500,0.7866900,0.7852000,0.7859000,486
AUDUSD,D,20180108,000000,0.7858500,0.7872600,0.7824000,0.7842800,737356
AUDUSD,D,20180109,000000,0.7842800,0.7864600,0.7804000,0.7822300,951137
AUDUSD,D,20180110,000000,0.7822400,0.7867200,0.7805000,0.7838300,1230101
AUDUSD,D,20180111,000000,0.7839000,0.7894500,0.7835000,0.7889800,1171813
AUDUSD,D,20180112,000000,0.7889700,0.7916500,0.7845000,0.7912300,1240483
AUDUSD,D,20180113,000000,0.7912300,0.7924500,0.7903600,0.7903600,33171
AUDUSD,D,20180114,000000,0.7916300,0.7916300,0.7900000,0.7906000,292
AUDUSD,D,20180115,000000,0.7906000,0.7978900,0.7898000,0.7969500,1043577
AUDUSD,D,20180116,000000,0.7969500,0.7974800,0.7934000,0.7960900,1144807
AUDUSD,D,20180117,000000,0.7960000,0.8022800,0.7938000,0.7993300,1373230
AUDUSD,D,20180118,000000,0.7993900,0.8007100,0.7939000,0.7997000,1330058
AUDUSD,D,20180119,000000,0.7996700,0.8039000,0.7990000,0.7994100,1241823
AUDUSD,D,20180120,000000,0.7994900,0.7998200,0.7979000,0.7992500,40769
AUDUSD,D,20180121,000000,0.7984900,0.8001000,0.7979000,0.7996000,568
AUDUSD,D,20180122,000000,0.7996000,0.8027100,0.7976000,0.8014000,965988
AUDUSD,D,20180123,000000,0.8014800,0.8029700,0.7954000,0.7998400,1199373
AUDUSD,D,20180124,000000,0.7998400,0.8082900,0.7990000,0.8074100,1288961
AUDUSD,D,20180125,000000,0.8074400,0.8118800,0.8009000,0.8030800,1765707
AUDUSD,D,20180126,000000,0.8031500,0.8135800,0.8002000,0.8112100,1604617
AUDUSD,D,20180127,000000,0.8111400,0.8115200,0.8104000,0.8108400,28142
AUDUSD,D,20180128,000000,0.8110000,0.8117000,0.8101000,0.8102600,235
AUDUSD,D,20180129,000000,0.8103000,0.8118200,0.8072000,0.8094100,1164623
AUDUSD,D,20180130,000000,0.8094500,0.8113500,0.8040000,0.8077800,1374427
AUDUSD,D,20180131,000000,0.8077500,0.8117000,0.8032000,0.8057700,1580988
AUDUSD,D,20180201,000000,0.8057000,0.8067300,0.7985000,0.8042500,1402236
AUDUSD,D,20180202,000000,0.8042400,0.8044900,0.7918000,0.7927600,1369637
AUDUSD,D,20180203,000000,0.7927800,0.7930600,0.7915700,0.7918700,37946
AUDUSD,D,20180204,000000,0.7925400,0.7926000,0.7906000,0.7908900,719
AUDUSD,D,20180205,000000,0.7908600,0.7954000,0.7885000,0.7887700,1627804
AUDUSD,D,20180206,000000,0.7888200,0.7895000,0.7832000,0.7891000,2117491
AUDUSD,D,20180207,000000,0.7891300,0.7910200,0.7814000,0.7821200,1465993
AUDUSD,D,20180208,000000,0.7821200,0.7843300,0.7773000,0.7776100,1744327
AUDUSD,D,20180209,000000,0.7776200,0.7830300,0.7756000,0.7799900,1741057
AUDUSD,D,20180210,000000,0.7800600,0.7819300,0.7797000,0.7813900,44877
AUDUSD,D,20180211,000000,0.7806000,0.7811900,0.7798500,0.7808000,257
AUDUSD,D,20180212,000000,0.7810000,0.7854300,0.7802200,0.7848300,1084979
AUDUSD,D,20180213,000000,0.7849000,0.7876800,0.7825000,0.7859300,1276885
AUDUSD,D,20180214,000000,0.7859100,0.7932800,0.7771000,0.7931500,1535848
AUDUSD,D,20180215,000000,0.7930900,0.7966600,0.7889000,0.7939700,1607579
AUDUSD,D,20180216,000000,0.7939700,0.7988600,0.7890000,0.7906300,1432533
AUDUSD,D,20180217,000000,0.7906600,0.7914900,0.7900900,0.7911000,26172
AUDUSD,D,20180218,000000,0.7911000,0.7916000,0.7898900,0.7904000,571
AUDUSD,D,20180219,000000,0.7903300,0.7935400,0.7896000,0.7910300,900576
AUDUSD,D,20180220,000000,0.7910300,0.7933600,0.7871000,0.7880300,1336895
AUDUSD,D,20180221,000000,0.7880000,0.7901900,0.7802000,0.7807400,1420680
AUDUSD,D,20180222,000000,0.7806900,0.7859800,0.7788000,0.7843000,1214654
AUDUSD,D,20180223,000000,0.7842500,0.7847400,0.7801000,0.7834100,1114740
AUDUSD,D,20180224,000000,0.7834100,0.7844000,0.7828000,0.7841700,32110
AUDUSD,D,20180225,000000,0.7835500,0.7843000,0.7824500,0.7830000,786
AUDUSD,D,20180226,000000,0.7830500,0.7893300,0.7823000,0.7851100,957668
AUDUSD,D,20180227,000000,0.7850800,0.7868500,0.7784000,0.7786700,1339003
AUDUSD,D,20180228,000000,0.7786400,0.7819100,0.7760000,0.7765900,1203452
AUDUSD,D,20180301,000000,0.7765400,0.7769700,0.7710000,0.7759800,1516083
AUDUSD,D,20180302,000000,0.7759700,0.7773700,0.7735000,0.7759900,1449364
AUDUSD,D,20180303,000000,0.7760000,0.7764900,0.7756000,0.7756900,34497
AUDUSD,D,20180304,000000,0.7763000,0.7776000,0.7754500,0.7771000,399
AUDUSD,D,20180305,000000,0.7770800,0.7775000,0.7723000,0.7766300,1185296
AUDUSD,D,20180306,000000,0.7765700,0.7842500,0.7753000,0.7817500,1386574
AUDUSD,D,20180307,000000,0.7817400,0.7829300,0.7769000,0.7824400,1481282
AUDUSD,D,20180308,000000,0.7825200,0.7838600,0.7771000,0.7789400,1345812
AUDUSD,D,20180309,000000,0.7789800,0.7853800,0.7775000,0.7846900,1251837
AUDUSD,D,20180310,000000,0.7846800,0.7850000,0.7840700,0.7850000,24168
AUDUSD,D,20180311,000000,0.7850000,0.7857000,0.7842600,0.7848200,425
AUDUSD,D,20180312,000000,0.7846000,0.7879800,0.7844000,0.7871700,821972
AUDUSD,D,20180313,000000,0.7871900,0.7897700,0.7843000,0.7859000,1037653
AUDUSD,D,20180314,000000,0.7859500,0.7916400,0.7848000,0.7876000,995661
AUDUSD,D,20180315,000000,0.7876200,0.7885400,0.7791000,0.7797800,902922
AUDUSD,D,20180316,000000,0.7797000,0.7804200,0.7707000,0.7709300,738286
AUDUSD,D,20180317,000000,0.7713000,0.7714200,0.7710700,0.7714000,62
AUDUSD,D,20180318,000000,0.7716000,0.7723000,0.7710000,0.7717500,455
AUDUSD,D,20180319,000000,0.7712800,0.7725900,0.7684000,0.7717200,855285
AUDUSD,D,20180320,000000,0.7717700,0.7721000,0.7676000,0.7682500,927326
AUDUSD,D,20180321,000000,0.7682500,0.7779800,0.7669000,0.7764900,1123240
AUDUSD,D,20180322,000000,0.7765000,0.7785400,0.7685000,0.7692100,1194154
AUDUSD,D,20180323,000000,0.7692900,0.7743900,0.7684000,0.7694400,1238711
AUDUSD,D,20180324,000000,0.7694500,0.7697600,0.7692500,0.7696000,78
AUDUSD,D,20180325,000000,0.7707500,0.7708100,0.7696000,0.7702400,445
AUDUSD,D,20180326,000000,0.7698300,0.7750400,0.7692000,0.7746800,1071202
AUDUSD,D,20180327,000000,0.7745500,0.7757700,0.7672000,0.7677700,1185169
AUDUSD,D,20180328,000000,0.7677400,0.7702500,0.7651000,0.7661500,1323228
AUDUSD,D,20180329,000000,0.7659000,0.7689500,0.7640000,0.7677000,1089831
AUDUSD,D,20180330,000000,0.7676900,0.7706500,0.7670000,0.7673500,1447886
AUDUSD,D,20180331,000000,0.7677000,0.7677000,0.7677000,0.7677000,2
AUDUSD,D,20180401,000000,0.7684000,0.7697000,0.7673100,0.7689000,230
AUDUSD,D,20180402,000000,0.7683000,0.7695300,0.7647000,0.7662100,767597
AUDUSD,D,20180403,000000,0.7659900,0.7706800,0.7649000,0.7682200,1082349
AUDUSD,D,20180404,000000,0.7682300,0.7721400,0.7660000,0.7715400,1170428
AUDUSD,D,20180405,000000,0.7714500,0.7726400,0.7671000,0.7681600,991818
AUDUSD,D,20180406,000000,0.7680900,0.7699500,0.7655000,0.7668400,1080952
AUDUSD,D,20180407,000000,0.7677000,0.7677000,0.7668700,0.7672500,10
AUDUSD,D,20180408,000000,0.7672000,0.7680700,0.7670000,0.7679100,227
AUDUSD,D,20180409,000000,0.7674900,0.7711000,0.7649000,0.7694300,934466
AUDUSD,D,20180410,000000,0.7694000,0.7767900,0.7691000,0.7760600,1080682
AUDUSD,D,20180411,000000,0.7758800,0.7772800,0.7737000,0.7751000,1014438
AUDUSD,D,20180412,000000,0.7749900,0.7771600,0.7735000,0.7751400,976074
AUDUSD,D,20180413,000000,0.7751500,0.7810000,0.7748000,0.7760100,921154
AUDUSD,D,20180414,000000,0.7760200,0.7762500,0.7760000,0.7762500,3
AUDUSD,D,20180415,000000,0.7760000,0.7774000,0.7760000,0.7768000,336
AUDUSD,D,20180416,000000,0.7767500,0.7783500,0.7750000,0.7777900,783247
AUDUSD,D,20180417,000000,0.7777500,0.7791300,0.7757000,0.7762200,849176
AUDUSD,D,20180418,000000,0.7762300,0.7797700,0.7742000,0.7781200,858671
AUDUSD,D,20180419,000000,0.7781200,0.7812800,0.7716000,0.7728200,1065425
AUDUSD,D,20180420,000000,0.7727200,0.7732000,0.7652000,0.7668100,1016058
AUDUSD,D,20180421,000000,0.7670900,0.7670900,0.7668400,0.7670800,11
AUDUSD,D,20180422,000000,0.7671200,0.7673000,0.7665000,0.7670700,188
AUDUSD,D,20180423,000000,0.7669100,0.7682800,0.7597000,0.7603500,964707
AUDUSD,D,20180424,000000,0.7604000,0.7620800,0.7576900,0.7603400,1189483
AUDUSD,D,20180425,000000,0.7602400,0.7606200,0.7549000,0.7564200,1111206
AUDUSD,D,20180426,000000,0.7563700,0.7588900,0.7544000,0.7553300,1262551
AUDUSD,D,20180427,000000,0.7552600,0.7584000,0.7530000,0.7577100,1097191
AUDUSD,D,20180428,000000,0.7576000,0.7577700,0.7576000,0.7577700,2
AUDUSD,D,20180429,000000,0.7567000,0.7580400,0.7567000,0.7577000,362
AUDUSD,D,20180430,000000,0.7578500,0.7582100,0.7522000,0.7527500,1025266
AUDUSD,D,20180501,000000,0.7528100,0.7546500,0.7469000,0.7487500,1032914
AUDUSD,D,20180502,000000,0.7488600,0.7537200,0.7473000,0.7491000,1370155
AUDUSD,D,20180503,000000,0.7490900,0.7542800,0.7483000,0.7530000,1364421
AUDUSD,D,20180504,000000,0.7529900,0.7560600,0.7490000,0.7536000,1107276
AUDUSD,D,20180505,000000,0.7536500,0.7536500,0.7536500,0.7536500,1
AUDUSD,D,20180506,000000,0.7527000,0.7542000,0.7522000,0.7541000,165
AUDUSD,D,20180507,000000,0.7535300,0.7543100,0.7490000,0.7514000,968996
AUDUSD,D,20180508,000000,0.7516500,0.7528000,0.7431000,0.7454900,1227752
AUDUSD,D,20180509,000000,0.7450600,0.7472700,0.7410000,0.7459500,1169213
AUDUSD,D,20180510,000000,0.7455600,0.7539800,0.7447300,0.7532000,1376375
AUDUSD,D,20180511,000000,0.7530700,0.7566900,0.7520000,0.7540000,1121412
AUDUSD,D,20180512,000000,0.7537100,0.7541000,0.7537100,0.7541000,2
AUDUSD,D,20180513,000000,0.7541300,0.7548300,0.7538000,0.7542000,261
AUDUSD,D,20180514,000000,0.7540700,0.7565200,0.7521400,0.7522800,974822
AUDUSD,D,20180515,000000,0.7522200,0.7537600,0.7446000,0.7470000,1272606
AUDUSD,D,20180516,000000,0.7470500,0.7523000,0.7445000,0.7514000,1225276
AUDUSD,D,20180517,000000,0.7515100,0.7547600,0.7494000,0.7508400,1155292
AUDUSD,D,20180518,000000,0.7508300,0.7528100,0.7486000,0.7506000,1049558
AUDUSD,D,20180519,000000,0.7508000,0.7509200,0.7506100,0.7509200,14
AUDUSD,D,20180520,000000,0.7523600,0.7528000,0.7514000,0.7520000,461
AUDUSD,D,20180521,000000,0.7519500,0.7586600,0.7500000,0.7579000,1016275
AUDUSD,D,20180522,000000,0.7579100,0.7605500,0.7564000,0.7574300,1105303
AUDUSD,D,20180523,000000,0.7573700,0.7582700,0.7520000,0.7559900,1470916
AUDUSD,D,20180524,000000,0.7558900,0.7583000,0.7540000,0.7574100,1450538
AUDUSD,D,20180525,000000,0.7573400,0.7590200,0.7540000,0.7543700,1293656
AUDUSD,D,20180526,000000,0.7542000,0.7552000,0.7542000,0.7552000,3
AUDUSD,D,20180527,000000,0.7547000,0.7563000,0.7543600,0.7560000,341
AUDUSD,D,20180528,000000,0.7558000,0.7581100,0.7538000,0.7542900,989687
AUDUSD,D,20180529,000000,0.7543500,0.7552700,0.7495000,0.7504000,1419718
AUDUSD,D,20180530,000000,0.7504200,0.7583800,0.7474000,0.7566700,1380156
AUDUSD,D,20180531,000000,0.7568500,0.7593100,0.7550000,0.7567500,1361843
AUDUSD,D,20180601,000000,0.7566900,0.7573400,0.7513600,0.7564800,1278134
AUDUSD,D,20180602,000000,0.7566800,0.7566800,0.7566000,0.7566000,2
AUDUSD,D,20180603,000000,0.7567000,0.7568900,0.7553000,0.7561900,205
AUDUSD,D,20180604,000000,0.7560000,0.7666300,0.7558000,0.7643500,1284012
AUDUSD,D,20180605,000000,0.7646300,0.7656100,0.7592000,0.7615400,1324455
AUDUSD,D,20180606,000000,0.7615500,0.7676700,0.7610500,0.7667100,1098579
AUDUSD,D,20180607,000000,0.7666600,0.7672900,0.7610000,0.7618000,1105873
AUDUSD,D,20180608,000000,0.7621500,0.7627300,0.7558000,0.7598000,1046427
AUDUSD,D,20180609,000000,0.7599900,0.7599900,0.7598000,0.7598000,2
AUDUSD,D,20180610,000000,0.7595800,0.7595800,0.7569700,0.7590500,389
AUDUSD,D,20180611,000000,0.7588000,0.7621700,0.7587700,0.7606500,745600
AUDUSD,D,20180612,000000,0.7606500,0.7623700,0.7563000,0.7570700,1018860
AUDUSD,D,20180613,000000,0.7568800,0.7608900,0.7528000,0.7575900,1048632
AUDUSD,D,20180614,000000,0.7576900,0.7582500,0.7472000,0.7478000,1167313
AUDUSD,D,20180615,000000,0.7474900,0.7480600,0.7436000,0.7437300,1066414
AUDUSD,D,20180616,000000,0.7438000,0.7441000,0.7435000,0.7435000,3
AUDUSD,D,20180617,000000,0.7439800,0.7447000,0.7437300,0.7441000,185
AUDUSD,D,20180618,000000,0.7441000,0.7454300,0.7411000,0.7422900,767505
AUDUSD,D,20180619,000000,0.7421200,0.7427100,0.7345000,0.7379600,1303386
AUDUSD,D,20180620,000000,0.7377500,0.7408900,0.7364000,0.7367000,1132928
AUDUSD,D,20180621,000000,0.7367200,0.7393900,0.7343000,0.7378700,1433732
AUDUSD,D,20180622,000000,0.7374400,0.7444000,0.7371000,0.7444000,1195747
AUDUSD,D,20180623,000000,0.7439000,0.7440000,0.7439000,0.7440000,3
AUDUSD,D,20180624,000000,0.7439300,0.7441300,0.7427700,0.7437900,189
AUDUSD,D,20180625,000000,0.7437000,0.7445500,0.7393000,0.7413700,1131313
AUDUSD,D,20180626,000000,0.7413400,0.7423100,0.7378000,0.7391900,1186971
AUDUSD,D,20180627,000000,0.7391900,0.7407100,0.7322500,0.7336500,1361765
AUDUSD,D,20180628,000000,0.7337900,0.7362200,0.7327000,0.7347600,1277815
AUDUSD,D,20180629,000000,0.7347700,0.7409500,0.7332000,0.7402600,1385880
AUDUSD,D,20180630,000000,0.7400500,0.7402000,0.7399300,0.7402000,14
AUDUSD,D,20180701,000000,0.7395000,0.7413100,0.7386500,0.7406400,415
AUDUSD,D,20180702,000000,0.7411000,0.7411000,0.7308000,0.7337000,1043575
AUDUSD,D,20180703,000000,0.7335900,0.7404300,0.7312000,0.7384400,1098828
AUDUSD,D,20180704,000000,0.7384900,0.7424500,0.7371000,0.7380800,929593
AUDUSD,D,20180705,000000,0.7379600,0.7408200,0.7359000,0.7385200,1101517
AUDUSD,D,20180706,000000,0.7385600,0.7444000,0.7374000,0.7428000,1074549
AUDUSD,D,20180707,000000,0.7427500,0.7427500,0.7424000,0.7424000,2
AUDUSD,D,20180708,000000,0.7428200,0.7441400,0.7424400,0.7429400,259
AUDUSD,D,20180709,000000,0.7432000,0.7483700,0.7425000,0.7465800,901406
AUDUSD,D,20180710,000000,0.7464000,0.7483800,0.7427000,0.7457500,959475
AUDUSD,D,20180711,000000,0.7457500,0.7460000,0.7361000,0.7365700,1349567
AUDUSD,D,20180712,000000,0.7366000,0.7419600,0.7358000,0.7407400,1037333
AUDUSD,D,20180713,000000,0.7407700,0.7424000,0.7366000,0.7419500,1018881
AUDUSD,D,20180714,000000,0.7423000,0.7423000,0.7423000,0.7423000,1
AUDUSD,D,20180715,000000,0.7410000,0.7421000,0.7409000,0.7421000,120
AUDUSD,D,20180716,000000,0.7416700,0.7442500,0.7407000,0.7414200,976115
AUDUSD,D,20180717,000000,0.7418400,0.7438300,0.7374900,0.7388000,1153051
AUDUSD,D,20180718,000000,0.7388000,0.7407500,0.7340000,0.7396900,1056025
AUDUSD,D,20180719,000000,0.7396800,0.7441600,0.7320000,0.7354900,1428468
AUDUSD,D,20180720,000000,0.7354000,0.7431200,0.7315000,0.7410500,1554912
AUDUSD,D,20180721,000000,0.7411000,0.7422000,0.7411000,0.7422000,2
AUDUSD,D,20180722,000000,0.7417100,0.7427300,0.7410200,0.7420100,368
AUDUSD,D,20180723,000000,0.7415000,0.7437800,0.7369000,0.7380000,1107687
AUDUSD,D,20180724,000000,0.7380000,0.7434200,0.7357000,0.7419500,1152304
AUDUSD,D,20180725,000000,0.7418300,0.7464400,0.7389000,0.7452900,1267028
AUDUSD,D,20180726,000000,0.7454600,0.7463300,0.7370000,0.7376100,1152041
AUDUSD,D,20180727,000000,0.7375800,0.7414700,0.7367000,0.7399000,1035802
AUDUSD,D,20180728,000000,0.7398000,0.7399000,0.7398000,0.7399000,2
AUDUSD,D,20180729,000000,0.7404100,0.7404100,0.7390000,0.7398800,150
AUDUSD,D,20180730,000000,0.7397600,0.7413300,0.7384000,0.7406200,842608
AUDUSD,D,20180731,000000,0.7406700,0.7441000,0.7400900,0.7423900,1104873
AUDUSD,D,20180801,000000,0.7419200,0.7429200,0.7388000,0.7403200,1146913
AUDUSD,D,20180802,000000,0.7404000,0.7411800,0.7352000,0.7355800,1033029
AUDUSD,D,20180803,000000,0.7359300,0.7411600,0.7345000,0.7400000,1151019
AUDUSD,D,20180804,000000,0.7395000,0.7395000,0.7395000,0.7395000,1
AUDUSD,D,20180805,000000,0.7403300,0.7403300,0.7394800,0.7397000,173
AUDUSD,D,20180806,000000,0.7396700,0.7405400,0.7371000,0.7386200,845499
AUDUSD,D,20180807,000000,0.7386100,0.7439600,0.7378000,0.7421000,943608
AUDUSD,D,20180808,000000,0.7419800,0.7439500,0.7380000,0.7426500,924455
AUDUSD,D,20180809,000000,0.7425200,0.7453100,0.7368000,0.7371800,1033181
AUDUSD,D,20180810,000000,0.7372100,0.7380400,0.7277000,0.7297300,1496088
AUDUSD,D,20180811,000000,0.7298000,0.7300000,0.7298000,0.7300000,2
AUDUSD,D,20180812,000000,0.7287000,0.7292600,0.7249000,0.7272800,661
AUDUSD,D,20180813,000000,0.7272000,0.7299900,0.7253000,0.7268400,1356834
AUDUSD,D,20180814,000000,0.7267900,0.7283400,0.7220000,0.7240300,1214252
AUDUSD,D,20180815,000000,0.7239100,0.7247400,0.7199000,0.7238700,1310257
AUDUSD,D,20180816,000000,0.7238700,0.7286700,0.7213500,0.7257500,1407026
AUDUSD,D,20180817,000000,0.7256100,0.7319400,0.7249000,0.7313200,1209781
AUDUSD,D,20180818,000000,0.7316000,0.7316000,0.7308000,0.7316000,13
AUDUSD,D,20180819,000000,0.7308500,0.7316500,0.7295000,0.7315000,324
AUDUSD,D,20180820,000000,0.7314800,0.7343900,0.7292000,0.7339700,1011536
AUDUSD,D,20180821,000000,0.7341000,0.7381800,0.7329000,0.7364600,1148240
AUDUSD,D,20180822,000000,0.7362700,0.7370600,0.7330000,0.7346000,1224056
AUDUSD,D,20180823,000000,0.7349500,0.7357000,0.7238700,0.7241600,1133689
AUDUSD,D,20180824,000000,0.7241700,0.7342600,0.7236000,0.7321300,1084240
AUDUSD,D,20180826,000000,0.7322400,0.7330000,0.7314400,0.7321000,48
AUDUSD,D,20180827,000000,0.7324000,0.7356600,0.7304000,0.7349000,1121908
AUDUSD,D,20180828,000000,0.7349700,0.7362500,0.7317000,0.7333900,1379946
AUDUSD,D,20180829,000000,0.7337400,0.7349000,0.7272000,0.7310000,1569854
AUDUSD,D,20180830,000000,0.7310000,0.7315200,0.7247000,0.7260200,1545496
AUDUSD,D,20180831,000000,0.7262000,0.7267700,0.7173000,0.7189000,1691819
AUDUSD,D,20180901,000000,0.7184700,0.7190100,0.7184500,0.7190100,3
AUDUSD,D,20180902,000000,0.7193000,0.7194000,0.7184000,0.7189900,179
AUDUSD,D,20180903,000000,0.7190000,0.7223700,0.7165000,0.7213100,929048
AUDUSD,D,20180904,000000,0.7212000,0.7235600,0.7184000,0.7224600,315932
AUDUSD,D,20180905,000000,0.7178900,0.7180800,0.7177000,0.7179700,3659
AUDUSD,D,20180906,000000,0.7198200,0.7210900,0.7163000,0.7197400,1138196
AUDUSD,D,20180907,000000,0.7195200,0.7202000,0.7096000,0.7103100,1431561
AUDUSD,D,20180908,000000,0.7103100,0.7107000,0.7103100,0.7105300,13
AUDUSD,D,20180909,000000,0.7104000,0.7107300,0.7095000,0.7102500,274
AUDUSD,D,20180910,000000,0.7102000,0.7131800,0.7096000,0.7114300,1012904
AUDUSD,D,20180911,000000,0.7113100,0.7129000,0.7083000,0.7117600,1160668
AUDUSD,D,20180912,000000,0.7110900,0.7182500,0.7091000,0.7165600,1194803
AUDUSD,D,20180913,000000,0.7165600,0.7229300,0.7163200,0.7193000,1175274
AUDUSD,D,20180914,000000,0.7193300,0.7216200,0.7148000,0.7150000,1123113
AUDUSD,D,20180915,000000,0.7152000,0.7152000,0.7150000,0.7150000,2
AUDUSD,D,20180916,000000,0.7149000,0.7159000,0.7148400,0.7153000,277
AUDUSD,D,20180917,000000,0.7153000,0.7196500,0.7139000,0.7177000,933296
AUDUSD,D,20180918,000000,0.7177800,0.7223500,0.7141000,0.7217900,1359136
AUDUSD,D,20180919,000000,0.7218900,0.7275000,0.7202500,0.7261800,1199987
AUDUSD,D,20180920,000000,0.7262500,0.7293000,0.7251000,0.7290400,1225701
AUDUSD,D,20180921,000000,0.7291400,0.7304000,0.7261000,0.7288800,1270747
AUDUSD,D,20180922,000000,0.7285000,0.7289800,0.7285000,0.7289800,15
AUDUSD,D,20180923,000000,0.7270000,0.7270000,0.7246700,0.7261300,547
AUDUSD,D,20180924,000000,0.7260000,0.7281500,0.7248000,0.7251900,1098140
AUDUSD,D,20180925,000000,0.7252300,0.7263100,0.7233000,0.7248000,1180608
AUDUSD,D,20180926,000000,0.7249300,0.7315000,0.7238000,0.7256000,1300318
AUDUSD,D,20180927,000000,0.7256400,0.7268400,0.7202000,0.7206000,1351660
AUDUSD,D,20180928,000000,0.7206000,0.7241300,0.7199000,0.7217300,1221684
